Address,Municipality,Locality,LAT,LONG,Updated,Zip,Distance Breaks,Distance Rank ,Distance
6590 BLENHEIM ROAD,Cumberland County,POWHATAN,37.53790916,-78.11301179,2019-09-11,23139,0.50 - 1.0 Mile,142,0.51
229 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54385577,-78.16038519,2019-09-11,23040,1.0 - 2.0 Mile,428,1.42
190 BROWN ROAD,Cumberland County,CUMBERLAND,37.55762973,-78.15295734,2019-09-11,23040,0.50 - 1.0 Mile,238,0.75
71 HIDEAWAY TRA*,Cumberland County,CUMBERLAND,37.54595164,-78.14424637,2019-09-11,23040,0.50 - 1.0 Mile,176,0.58
492 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59498753,-78.13258381,2019-09-11,23027,1.0 - 2.0 Mile,346,1.13
220 MILLER LANE,Cumberland County,CUMBERLAND,37.56862834,-78.11237765,2019-09-11,23040,0.50 - 1.0 Mile,165,0.56
17 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54113654,-78.13907655,2019-09-11,23040,0.50 - 1.0 Mile,191,0.63
129 MT AIRY LANE,Cumberland County,CUMBERLAND,37.57727647,-78.21575143,2019-09-11,23040,3.0 - 5.0 Mile,1672,4.36
130 MT AIRY LANE,Cumberland County,CUMBERLAND,37.57760128,-78.21527599,2019-09-11,23040,3.0 - 5.0 Mile,1655,4.34
23 CHEROKEE TRA*,Cumberland County,CARTERSVILLE,37.62686653,-78.10929735,2019-09-11,23027,3.0 - 5.0 Mile,1130,3.54
39 HIDEAWAY TRA*,Cumberland County,CUMBERLAND,37.54410267,-78.14381747,2019-09-11,23040,0.50 - 1.0 Mile,196,0.64
482 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55297263,-78.18508966,2019-09-11,23040,2.0 - 3.0 Mile,690,2.54
29 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.57871878,-78.17212305,2019-09-11,23027,2.0 - 3.0 Mile,602,2.20
274 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58407513,-78.14944347,2019-09-11,23027,1.0 - 2.0 Mile,326,1.04
70 A & H LANE,Cumberland County,CUMBERLAND,37.5777893,-78.22210548,2019-09-11,23040,3.0 - 5.0 Mile,1959,4.71
53 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54335197,-78.13889817,2019-09-11,23040,0.25 - 0.50 Mile,139,0.49
57 CHURCHWOOD LANE,Cumberland County,CUMBERLAND,37.54344817,-78.14068432,2019-09-11,23040,0.50 - 1.0 Mile,158,0.55
1181 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.60620685,-78.16480135,2019-09-11,23027,2.0 - 3.0 Mile,725,2.63
268 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58340962,-78.14991003,2019-09-11,23027,1.0 - 2.0 Mile,327,1.04
2375 MOSBY ROAD,Cumberland County,POWHATAN,37.55058348,-78.11007873,2019-09-11,23139,0.25 Mile,13,0.05
2369 MOSBY ROAD,Cumberland County,POWHATAN,37.5495586,-78.10920742,2019-09-11,23139,0.25 Mile,29,0.11
2377 MOSBY ROAD,Cumberland County,POWHATAN,37.54979202,-78.10818086,2019-09-11,23139,0.25 Mile,48,0.16
2370 MOSBY ROAD,Cumberland County,POWHATAN,37.55421971,-78.10553451,2019-09-11,23139,0.25 Mile,33,0.12
133 CLINTON ROAD,Cumberland County,CUMBERLAND,37.54150793,-78.15075664,2019-09-11,23040,1.0 - 2.0 Mile,329,1.05
147 ANNE CAROL DRI*,Cumberland County,CARTERSVILLE,37.60046499,-78.16634658,2019-09-11,23027,2.0 - 3.0 Mile,651,2.42
171 BIGGER ROAD,Cumberland County,CUMBERLAND,37.62670433,-78.18996176,2019-09-11,23040,3.0 - 5.0 Mile,1861,4.60
6674 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54262148,-78.11399881,2019-09-11,23139,0.25 Mile,54,0.18
38 BONBROOK CREEK ROAD,Cumberland County,CUMBERLAND,37.55134844,-78.22485541,2019-09-11,23040,3.0 - 5.0 Mile,1968,4.72
61 BOONE TRA*,Cumberland County,CARTERSVILLE,37.62847004,-78.10520282,2019-09-11,23027,3.0 - 5.0 Mile,1255,3.73
1498 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.62602433,-78.14194403,2019-09-11,23027,3.0 - 5.0 Mile,975,3.32
1049 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.59807725,-78.17501125,2019-09-11,23027,2.0 - 3.0 Mile,757,2.72
470 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59299066,-78.1326414,2019-09-11,23027,0.50 - 1.0 Mile,312,1.00
53 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58037747,-78.16938128,2019-09-11,23027,2.0 - 3.0 Mile,588,2.06
318 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58503529,-78.14379842,2019-09-11,23027,0.50 - 1.0 Mile,252,0.79
47 FOX GLOVE LANE,Cumberland County,CARTERSVILLE,37.600954,-78.12789552,2019-09-11,23027,1.0 - 2.0 Mile,482,1.56
462 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.55591293,-78.21843749,2019-09-11,23040,3.0 - 5.0 Mile,1656,4.34
208 MILLER LANE,Cumberland County,CUMBERLAND,37.56739966,-78.11232847,2019-09-11,23040,0.50 - 1.0 Mile,160,0.55
204 MILLER LANE,Cumberland County,CUMBERLAND,37.56657847,-78.11157733,2019-09-11,23040,0.50 - 1.0 Mile,148,0.52
180 MILLER LANE,Cumberland County,CUMBERLAND,37.56558549,-78.11323432,2019-09-11,23040,0.25 - 0.50 Mile,123,0.42
215 MT AIRY LANE,Cumberland County,CUMBERLAND,37.58120225,-78.21856298,2019-09-11,23040,3.0 - 5.0 Mile,1847,4.59
46 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54649641,-78.12439394,2019-09-11,23040,0.25 - 0.50 Mile,75,0.25
6672 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54336898,-78.11430364,2019-09-11,23139,0.25 Mile,36,0.12
234 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.62009426,-78.09983612,2019-09-11,23027,3.0 - 5.0 Mile,982,3.34
15 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54430305,-78.10965599,2019-09-11,23139,0.25 Mile,34,0.12
274 BROWN ROAD,Cumberland County,CUMBERLAND,37.56019262,-78.14600904,2019-09-11,23040,0.25 - 0.50 Mile,116,0.37
69 CLINTON ROAD,Cumberland County,CUMBERLAND,37.53964214,-78.14334649,2019-09-11,23040,0.50 - 1.0 Mile,264,0.84
524 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59647339,-78.13109623,2019-09-11,23027,1.0 - 2.0 Mile,376,1.23
320 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58596406,-78.14523272,2019-09-11,23027,0.50 - 1.0 Mile,286,0.89
22 GINGER LANE,Cumberland County,CARTERSVILLE,37.59539212,-78.16365357,2019-09-11,23027,2.0 - 3.0 Mile,592,2.10
217 GINGER LANE,Cumberland County,CARTERSVILLE,37.59319403,-78.16584637,2019-09-11,23027,2.0 - 3.0 Mile,593,2.12
239 MEADOR ROAD,Cumberland County,CUMBERLAND,37.56086867,-78.20777225,2019-09-11,23040,3.0 - 5.0 Mile,1269,3.75
2190 PINE COVE TRA*,Cumberland County,POWHATAN,37.54259178,-78.11203157,2019-09-11,23139,0.25 Mile,60,0.21
51 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54725354,-78.12929974,2019-09-11,23040,0.25 Mile,49,0.16
577 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59947631,-78.12381085,2019-09-11,23027,1.0 - 2.0 Mile,462,1.50
163 FOXGLOVE LANE,Cumberland County,CARTERSVILLE,37.60206582,-78.12893592,2019-09-11,23027,1.0 - 2.0 Mile,500,1.63
168 FOXGLOVE LANE,Cumberland County,CARTERSVILLE,37.60272672,-78.12840712,2019-09-11,23027,1.0 - 2.0 Mile,524,1.67
202 MILLER LANE,Cumberland County,CUMBERLAND,37.56655986,-78.11228898,2019-09-11,23040,0.25 - 0.50 Mile,141,0.50
110 TAYLOR ROAD,Cumberland County,CARTERSVILLE,37.61426754,-78.16905164,2019-09-11,23027,3.0 - 5.0 Mile,924,3.20
216 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.62094492,-78.09905701,2019-09-11,23027,3.0 - 5.0 Mile,1030,3.41
481 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.58159294,-78.13664029,2019-09-11,23027,0.25 - 0.50 Mile,97,0.34
1295 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.61349715,-78.15649603,2019-09-11,23027,2.0 - 3.0 Mile,775,2.76
106 LOCUST GRO*,Cumberland County,CARTERSVILLE,37.57724336,-78.14480354,2019-09-11,23027,0.50 - 1.0 Mile,224,0.71
522 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.5963823,-78.13216881,2019-09-11,23027,1.0 - 2.0 Mile,371,1.23
118 LILY DRI*,Cumberland County,CUMBERLAND,37.54778873,-78.11033602,2019-09-11,23139,0.25 Mile,3,0.02
120 LILY DRI*,Cumberland County,CUMBERLAND,37.54780474,-78.11024633,2019-09-11,23139,0.25 Mile,4,0.02
24 LILY DRI*,Cumberland County,CUMBERLAND,37.54672897,-78.10967578,2019-09-11,23139,0.25 Mile,7,0.04
32 LILY DRI*,Cumberland County,CUMBERLAND,37.54673073,-78.10959128,2019-09-11,23139,0.25 Mile,8,0.04
22 PONCE TRA*,Cumberland County,CARTERSVILLE,37.62711285,-78.11173042,2019-09-11,23027,3.0 - 5.0 Mile,1108,3.52
221 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54146897,-78.13058721,2019-09-11,23040,0.50 - 1.0 Mile,163,0.56
77 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.57936549,-78.16724141,2019-09-11,23027,1.0 - 2.0 Mile,571,1.94
14 MT AIRY LANE,Cumberland County,CUMBERLAND,37.57241897,-78.20565593,2019-09-11,23040,3.0 - 5.0 Mile,1263,3.74
254 WHITEVILLE ROAD,Cumberland County,CARTERSVILLE,37.61306439,-78.18967167,2019-09-11,23027,3.0 - 5.0 Mile,1385,3.97
151 MARIGOLD LANE,Cumberland County,CUMBERLAND,37.58089929,-78.21473944,2019-09-11,23040,3.0 - 5.0 Mile,1688,4.38
600 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59629494,-78.12295238,2019-09-11,23027,1.0 - 2.0 Mile,391,1.31
60 GINGER LANE,Cumberland County,CARTERSVILLE,37.59504933,-78.16457471,2019-09-11,23027,2.0 - 3.0 Mile,594,2.12
1017 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.62825242,-78.11652527,2019-09-11,23027,3.0 - 5.0 Mile,1112,3.52
104 CLINTON HOLLOW LANE,Cumberland County,CUMBERLAND,37.54078166,-78.15811721,2019-09-11,23040,1.0 - 2.0 Mile,422,1.41
1015 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.6273533,-78.11650339,2019-09-11,23027,3.0 - 5.0 Mile,1068,3.46
145 JENKINS RIDGE ROAD,Cumberland County,CARTERSVILLE,37.62868095,-78.15937642,2019-09-11,23027,3.0 - 5.0 Mile,1278,3.77
109 JENKINS RIDGE ROAD,Cumberland County,CARTERSVILLE,37.62622838,-78.15763684,2019-09-11,23027,3.0 - 5.0 Mile,1158,3.58
1266 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.61109629,-78.15804945,2019-09-11,23027,2.0 - 3.0 Mile,739,2.67
136 GAME FARM ROAD,Cumberland County,CUMBERLAND,37.59776656,-78.18263866,2019-09-11,23040,3.0 - 5.0 Mile,875,3.08
84 GAME FARM ROAD,Cumberland County,CUMBERLAND,37.5965417,-78.18211743,2019-09-11,23040,3.0 - 5.0 Mile,839,3.02
88 LOCUST GRO*,Cumberland County,CARTERSVILLE,37.57774136,-78.14736989,2019-09-11,23027,0.50 - 1.0 Mile,269,0.85
448 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.57789925,-78.13523164,2019-09-11,23027,0.25 Mile,56,0.19
377 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.57104495,-78.13688491,2019-09-11,23040,0.25 - 0.50 Mile,82,0.28
110 MT AIRY FOREST ROAD,Cumberland County,CUMBERLAND,37.57194947,-78.2003599,2019-09-11,23040,3.0 - 5.0 Mile,1059,3.45
196 MEADOR ROAD,Cumberland County,CUMBERLAND,37.56496905,-78.2024284,2019-09-11,23040,3.0 - 5.0 Mile,1084,3.48
336 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.54070212,-78.19021643,2019-09-11,23040,3.0 - 5.0 Mile,855,3.05
1358 CARTERSVILLE RD,Cumberland County,CARTERSVILLE,37.61716502,-78.1515486,2019-09-11,23027,2.0 - 3.0 Mile,804,2.88
257 DEEP RUN RD,Cumberland County,CARTERSVILLE,37.58372094,-78.15203926,2019-09-11,23027,1.0 - 2.0 Mile,359,1.16
110 ANDERSON HIG*,Cumberland County,CUMBERLAND,37.54551198,-78.12062105,2019-09-11,23139,0.25 Mile,73,0.25
997 DEEP RUN RD,Cumberland County,CARTERSVILLE,37.62599754,-78.11553601,2019-09-11,23027,3.0 - 5.0 Mile,1010,3.38
1139 CARTERSVILLE RD,Cumberland County,CARTERSVILLE,37.60594927,-78.16904504,2019-09-11,23027,2.0 - 3.0 Mile,781,2.78
38 BRADLEY RD,Cumberland County,CARTERSVILLE,37.60332857,-78.16029272,2019-09-11,23027,2.0 - 3.0 Mile,617,2.31
44 PINE RIDGE DRI*,Cumberland County,CUMBERLAND,37.55771731,-78.19621046,2019-09-11,23040,3.0 - 5.0 Mile,891,3.12
3 ANDERSON HWY,Cumberland County,CUMBERLAND,37.54680575,-78.10906321,2019-09-11,23139,0.25 Mile,20,0.07
5 ANDERSON HWY,Cumberland County,CUMBERLAND,37.54680352,-78.10909991,2019-09-11,23139,0.25 Mile,19,0.07
101 CLINTON HOLLOW LANE,Cumberland County,CUMBERLAND,37.54051819,-78.15589966,2019-09-11,23040,1.0 - 2.0 Mile,394,1.31
514 CARTERSVILLE ROAD,Cumberland County,CUMBERLAND,37.55367244,-78.18457733,2019-09-11,23040,2.0 - 3.0 Mile,681,2.51
1189 CARTERSVILLE ROAD,Cumberland County,CARTERSVILLE,37.60774748,-78.16489021,2019-09-11,23027,2.0 - 3.0 Mile,750,2.71
31 MEADOR ROAD,Cumberland County,CUMBERLAND,37.55954475,-78.18900901,2019-09-11,23040,2.0 - 3.0 Mile,756,2.72
36 JENKINS RIDGE RD,Cumberland County,CARTERSVILLE,37.62134254,-78.15356909,2019-09-11,23027,3.0 - 5.0 Mile,913,3.18
15 BONBROOK CREEK ROAD,Cumberland County,CUMBERLAND,37.54841968,-78.22360504,2019-09-11,23040,3.0 - 5.0 Mile,1935,4.68
335 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58728,-78.14512211,2019-09-11,23027,0.50 - 1.0 Mile,297,0.94
592 JENKINS CHURCH ROAD,Cumberland County,CUMBERLAND,37.5698364,-78.21783182,2019-09-11,23040,3.0 - 5.0 Mile,1676,4.37
68 RUBY LANE,Cumberland County,CUMBERLAND,37.54875762,-78.14785899,2019-09-11,23040,0.50 - 1.0 Mile,203,0.66
54 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.54708957,-78.1236086,2019-09-11,23040,0.25 Mile,63,0.22
13 LIBERTY LANE,Cumberland County,CUMBERLAND,37.55148577,-78.12628489,2019-09-11,23040,0.25 Mile,1,0.00
19 LIBERTY LANE,Cumberland County,CUMBERLAND,37.55163028,-78.12709837,2019-09-11,23040,0.25 Mile,1,0.00
30 LIBERTY LANE,Cumberland County,CUMBERLAND,37.5520663,-78.12673906,2019-09-11,23040,0.25 Mile,1,0.00
38 LIBERTY LANE,Cumberland County,CUMBERLAND,37.55234456,-78.1270354,2019-09-11,23040,0.25 Mile,1,0.00
49 A & H LANE,Cumberland County,CUMBERLAND,37.57909239,-78.22546226,2019-09-11,23040,3.0 - 5.0 Mile,2111,4.91
6678 BLENHEIM ROAD,Cumberland County,POWHATAN,37.54342626,-78.11536078,2019-09-11,23139,0.25 Mile,30,0.11
59 CLINTON FARM COU*,Cumberland County,CARTERSVILLE,37.60370552,-78.12815127,2019-09-11,23027,1.0 - 2.0 Mile,539,1.74
355 PINEGROVE ROAD,Cumberland County,CUMBERLAND,37.56895779,-78.13769068,2019-09-11,23040,0.25 - 0.50 Mile,83,0.28
80 MILLER LANE,Cumberland County,CUMBERLAND,37.55820742,-78.11902689,2019-09-11,23040,0.25 Mile,5,0.03
286 BROWN ROAD,Cumberland County,CUMBERLAND,37.56100207,-78.14472983,2019-09-11,23040,0.25 - 0.50 Mile,90,0.31
349 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.58845069,-78.14407353,2019-09-11,23027,0.50 - 1.0 Mile,300,0.96
232 SHERWOOD ROAD,Cumberland County,CARTERSVILLE,37.62041547,-78.09955544,2019-09-11,23027,3.0 - 5.0 Mile,998,3.37
61 TAYLOR ROAD,Cumberland County,CARTERSVILLE,37.61099196,-78.16580994,2019-09-11,23027,2.0 - 3.0 Mile,811,2.91
44 BROWN ROAD,Cumberland County,CUMBERLAND,37.55037728,-78.16170599,2019-09-11,23040,1.0 - 2.0 Mile,409,1.36
70 RHODES LANE,Cumberland County,CARTERSVILLE,37.62537001,-78.11222888,2019-09-11,23027,3.0 - 5.0 Mile,1016,3.39
6 PONCE TRA*,Cumberland County,CARTERSVILLE,37.62783317,-78.1126014,2019-09-11,23027,3.0 - 5.0 Mile,1135,3.55
542 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59772073,-78.12815116,2019-09-11,23027,1.0 - 2.0 Mile,402,1.33
556 DEEP RUN ROAD,Cumberland County,CARTERSVILLE,37.59626159,-78.12724145,2019-09-11,23027,1.0 - 2.0 Mile,379,1.24
329 MEADOR ROAD,Cumberland County,CUMBERLAND,37.5609534,-78.2156381,2019-09-11,23040,3.0 - 5.0 Mile,1544,4.19
24 PONCE TRA*,Cumberland County,CARTERSVILLE,37.62730832,-78.11054352,2019-09-11,23027,3.0 - 5.0 Mile,1136,3.55
71 CLINTON FARM COU*,Cumberland County,CARTERSVILLE,37.60448848,-78.12796856,2019-09-11,23027,1.0 - 2.0 Mile,550,1.80
47 JENKINS RIDGE ROAD,Cumberland County,CARTERSVILLE,37.62202948,-78.15578756,2019-09-11,23027,3.0 - 5.0 Mile,949,3.27
2159 OLD TAVERN RD,Powhatan County,POWHATAN,37.53524516,-78.03920583,2019-06-04,23139,3.0 - 5.0 Mile,1386,3.97
2157 OLD TAVERN RD,Powhatan County,POWHATAN,37.53548275,-78.0381591,2019-06-04,23139,3.0 - 5.0 Mile,1420,4.02
2155 OLD TAVERN RD,Powhatan County,POWHATAN,37.5359944,-78.03624522,2019-06-04,23139,3.0 - 5.0 Mile,1494,4.12
2125 OLD TAVERN RD,Powhatan County,POWHATAN,37.53565262,-78.0335386,2019-06-04,23139,3.0 - 5.0 Mile,1603,4.27
2106 OLD TAVERN RD,Powhatan County,POWHATAN,37.53563698,-78.02958238,2019-06-04,23139,3.0 - 5.0 Mile,1766,4.48
2097 OLD TAVERN RD,Powhatan County,POWHATAN,37.53463795,-78.03044283,2019-06-04,23139,3.0 - 5.0 Mile,1743,4.45
2097 OLD TAVERN RD LOT B,Powhatan County,POWHATAN,37.53392975,-78.03242537,2019-06-04,23139,3.0 - 5.0 Mile,1659,4.35
2099 OLD TAVERN RD,Powhatan County,POWHATAN,37.53466673,-78.0354779,2019-06-04,23139,3.0 - 5.0 Mile,1536,4.17
2093 OLD TAVERN RD,Powhatan County,POWHATAN,37.5342825,-78.03793044,2019-06-04,23139,3.0 - 5.0 Mile,1454,4.05
2091 OLD TAVERN RD,Powhatan County,POWHATAN,37.5338115,-78.02968372,2019-06-04,23139,3.0 - 5.0 Mile,1780,4.50
2090 OLD TAVERN RD,Powhatan County,POWHATAN,37.53438052,-78.02872481,2019-06-04,23139,3.0 - 5.0 Mile,1813,4.54
2061 OLD TAVERN RD,Powhatan County,POWHATAN,37.53322902,-78.02950754,2019-06-04,23139,3.0 - 5.0 Mile,1796,4.51
2033 OLD TAVERN RD,Powhatan County,POWHATAN,37.53244405,-78.02792774,2019-06-04,23139,3.0 - 5.0 Mile,1872,4.61
2048 OLD TAVERN RD,Powhatan County,POWHATAN,37.53336337,-78.02728134,2019-06-04,23139,3.0 - 5.0 Mile,1892,4.63
2032 OLD TAVERN RD,Powhatan County,POWHATAN,37.53270682,-78.02648749,2019-06-04,23139,3.0 - 5.0 Mile,1941,4.68
2027 OLD TAVERN RD,Powhatan County,POWHATAN,37.53203892,-78.02733462,2019-06-04,23139,3.0 - 5.0 Mile,1907,4.65
2031 OLD TAVERN RD,Powhatan County,POWHATAN,37.53183637,-78.02922625,2019-06-04,23139,3.0 - 5.0 Mile,1820,4.55
2019 OLD TAVERN RD,Powhatan County,POWHATAN,37.53110764,-78.02722809,2019-06-04,23139,3.0 - 5.0 Mile,1923,4.67
2030 OLD TAVERN RD LOT B,Powhatan County,POWHATAN,37.53304972,-78.02494556,2019-06-04,23139,3.0 - 5.0 Mile,2001,4.76
2030 OLD TAVERN RD LOT C,Powhatan County,POWHATAN,37.53257328,-78.02443158,2019-06-04,23139,3.0 - 5.0 Mile,2031,4.80
2030 OLD TAVERN RD,Powhatan County,POWHATAN,37.53163518,-78.02485335,2019-06-04,23139,3.0 - 5.0 Mile,2020,4.79
2026 OLD TAVERN RD,Powhatan County,POWHATAN,37.53113918,-78.0261602,2019-06-04,23139,3.0 - 5.0 Mile,1971,4.72
2017 OLD TAVERN RD,Powhatan County,POWHATAN,37.52995118,-78.02676333,2019-06-04,23139,3.0 - 5.0 Mile,1964,4.71
2018 OLD TAVERN RD,Powhatan County,POWHATAN,37.53027789,-78.02564864,2019-06-04,23139,3.0 - 5.0 Mile,2004,4.77
5340 LITTLE JOE CT,Powhatan County,POWHATAN,37.5308462,-78.02452117,2019-06-04,23139,3.0 - 5.0 Mile,2041,4.82
2014 OLD TAVERN RD,Powhatan County,POWHATAN,37.52980074,-78.02495486,2019-06-04,23139,3.0 - 5.0 Mile,2039,4.81
2010 OLD TAVERN RD,Powhatan County,POWHATAN,37.52944075,-78.02446263,2019-06-04,23139,3.0 - 5.0 Mile,2058,4.84
5352 LITTLE JOE DR,Powhatan County,POWHATAN,37.5290092,-78.0239821,2019-06-04,23139,3.0 - 5.0 Mile,2086,4.87
2002 OLD TAVERN RD,Powhatan County,POWHATAN,37.52863053,-78.02329895,2019-06-04,23139,3.0 - 5.0 Mile,2119,4.92
5349 LITTLE JOE DR,Powhatan County,POWHATAN,37.5292283,-78.02282314,2019-06-04,23139,3.0 - 5.0 Mile,2136,4.93
1995 OLD TAVERN RD,Powhatan County,POWHATAN,37.52765997,-78.02678899,2019-06-04,23139,3.0 - 5.0 Mile,1986,4.75
5350 LITTLE JOE DR,Powhatan County,POWHATAN,37.53043287,-78.02411919,2019-06-04,23139,3.0 - 5.0 Mile,2059,4.84
5330 LITTLE JOE CT,Powhatan County,POWHATAN,37.53113773,-78.02356403,2019-06-04,23139,3.0 - 5.0 Mile,2075,4.86
5339 LITTLE JOE DR,Powhatan County,POWHATAN,37.52962762,-78.02196647,2019-06-04,23139,3.0 - 5.0 Mile,2178,4.97
5329 LITTLE JOE DR,Powhatan County,POWHATAN,37.53010076,-78.02166002,2019-06-04,23139,3.0 - 5.0 Mile,2190,4.98
5319 LITTLE JOE DR,Powhatan County,POWHATAN,37.53114757,-78.02156344,2019-06-04,23139,3.0 - 5.0 Mile,2175,4.97
5315 LITTLE JOE DR,Powhatan County,POWHATAN,37.53283293,-78.02222707,2019-06-04,23139,3.0 - 5.0 Mile,2113,4.91
5310 LITTLE JOE DR,Powhatan County,POWHATAN,37.53176063,-78.02266096,2019-06-04,23139,3.0 - 5.0 Mile,2109,4.90
5320 LITTLE JOE CT,Powhatan County,POWHATAN,37.53081208,-78.02271194,2019-06-04,23139,3.0 - 5.0 Mile,2116,4.91
1975 OLD TAVERN RD,Powhatan County,POWHATAN,37.52634687,-78.02297629,2019-06-04,23139,3.0 - 5.0 Mile,2183,4.98
5368 OLD BUCKINGHAM RD,Powhatan County,POWHATAN,37.51685908,-78.0296212,2019-06-04,23139,3.0 - 5.0 Mile,2071,4.86
5364 OLD BUCKINGHAM RD,Powhatan County,POWHATAN,37.51619949,-78.0281423,2019-06-04,23139,3.0 - 5.0 Mile,2155,4.95
1770 KISRA LN,Powhatan County,POWHATAN,37.51806372,-78.03095086,2019-06-04,23139,3.0 - 5.0 Mile,1997,4.76
1780 KISRA LN,Powhatan County,POWHATAN,37.51900789,-78.03205744,2019-06-04,23139,3.0 - 5.0 Mile,1927,4.68
1777 KISRA LN,Powhatan County,POWHATAN,37.51964721,-78.03303109,2019-06-04,23139,3.0 - 5.0 Mile,1868,4.61
1767 KISRA LN,Powhatan County,POWHATAN,37.5185037,-78.03357756,2019-06-04,23139,3.0 - 5.0 Mile,1875,4.61
1756 KISRA LN,Powhatan County,POWHATAN,37.51751062,-78.03368486,2019-06-04,23139,3.0 - 5.0 Mile,1896,4.64
1760 KISRA LN,Powhatan County,POWHATAN,37.516797,-78.03202625,2019-06-04,23139,3.0 - 5.0 Mile,1979,4.74
1753 KISRA LN,Powhatan County,POWHATAN,37.5164802,-78.03339909,2019-06-04,23139,3.0 - 5.0 Mile,1937,4.68
1745 KISRA LN,Powhatan County,POWHATAN,37.51544963,-78.03307963,2019-06-04,23139,3.0 - 5.0 Mile,1973,4.73
1750 KISRA LN,Powhatan County,POWHATAN,37.51598948,-78.03152562,2019-06-04,23139,3.0 - 5.0 Mile,2022,4.79
1724 KISRA LN,Powhatan County,POWHATAN,37.51512714,-78.03074444,2019-06-04,23139,3.0 - 5.0 Mile,2067,4.85
1729 KISRA LN,Powhatan County,POWHATAN,37.51351836,-78.03132753,2019-06-04,23139,3.0 - 5.0 Mile,2085,4.87
1721 KISRA LN,Powhatan County,POWHATAN,37.5126306,-78.03090609,2019-06-04,23139,3.0 - 5.0 Mile,2127,4.92
1713 KISRA LN,Powhatan County,POWHATAN,37.51234953,-78.02999773,2019-06-04,23139,3.0 - 5.0 Mile,2185,4.98
1708 KISRA LN,Powhatan County,POWHATAN,37.51359028,-78.02914725,2019-06-04,23139,3.0 - 5.0 Mile,2187,4.98
5473 OLD BUCKINGHAM RD,Powhatan County,POWHATAN,37.5065559,-78.0338539,2019-06-04,23139,3.0 - 5.0 Mile,2209,5.00
5490 OLD BUCKINGHAM RD,Powhatan County,POWHATAN,37.50670524,-78.03541467,2019-06-04,23139,3.0 - 5.0 Mile,2122,4.92
5450 OLD BUCKINGHAM RD,Powhatan County,POWHATAN,37.50942069,-78.0385888,2019-06-04,23139,3.0 - 5.0 Mile,1924,4.67
5637 TYLER DR,Powhatan County,POWHATAN,37.5065351,-78.04485102,2019-06-04,23139,3.0 - 5.0 Mile,1788,4.50
1611 LAKESIDE DR,Powhatan County,POWHATAN,37.50766057,-78.04332519,2019-06-04,23139,3.0 - 5.0 Mile,1799,4.52
1612 LAKESIDE DR,Powhatan County,POWHATAN,37.50819502,-78.04265681,2019-06-04,23139,3.0 - 5.0 Mile,1806,4.53
1615 LAKESIDE DR,Powhatan County,POWHATAN,37.50811924,-78.04343026,2019-06-04,23139,3.0 - 5.0 Mile,1785,4.50
1608 LAKESIDE DR,Powhatan County,POWHATAN,37.50756562,-78.0428404,2019-06-04,23139,3.0 - 5.0 Mile,1817,4.55
